SCHOOL_CODE,COUNTY,PUBPRIV,PUBLIC_SCHOOL_DISTRICT,CITY,SCHOOL_NAME,ENROLLMENT,uptodate,uptodate_percent,conditional,conditional_percent,PME,PME_percent,PBE,PBE_percent,others,others_pct,overdue,overdue_percent,DTP,DTP_percent,Polio,Polio_percent,MMR,MMR_percent,HEPB,HEPB_percent,VARI,VARI_percent,REPORTED
6089338,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,RANCHO LAS POSITAS ELEMENTARY,126,124,98,1,1,1,1,0,0,0,0,0,0,124,98,--*,?99%,124,98,124,98,124,98,Y
6097661,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,SUNSET ELEMENTARY,142,138,97,4,3,0,0,0,0,0,0,0,0,--*,?99%,139,98,139,98,--*,?99%,--*,?99%,Y
0135376,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,Livermore,Lawrence Elementary,69,65,94,4,6,0,0,0,0,0,0,0,0,66,96,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6001606,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,HAYWARD,HILLVIEW CREST ELEMENTARY,118,115,97,1,1,0,0,0,0,1,1,1,1,--*,?99%,--*,?99%,116,98,116,98,--*,?99%,Y
6001572,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,ALVARADO ELEMENTARY,124,122,98,1,1,0,0,0,0,0,0,1,1,--*,?99%,--*,?99%,122,98,--*,?99%,--*,?99%,Y
6118525,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,DELAINE EASTIN ELEMENTARY,144,129,90,0,0,0,0,0,0,1,1,14,10,--*,?99%,--*,?99%,132,92,141,98,--*,?99%,Y
6115554,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,GUY JR. EMANUELE ELEMENTARY,119,115,97,2,2,0,0,0,0,2,2,0,0,116,97,116,97,115,97,--*,?99%,--*,?99%,Y
6101604,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,PIONEER ELEMENTARY,135,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6001622,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,SEARLES ELEMENTARY,126,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6115505,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,TOM KITAYAMA ELEMENTARY,140,136,97,1,1,0,0,0,0,2,1,1,1,--*,?99%,--*,?99%,136,97,--*,?99%,--*,?99%,Y
6001440,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,AUGUST SCHILLING ELEMENTARY,82,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6001499,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,BIRCH GROVE PRIMARY,146,140,96,6,4,0,0,0,0,0,0,0,0,143,98,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6001457,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,E. L. MUSICK ELEMENTARY,50,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6001473,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,H. A. SNOW ELEMENTARY,46,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6001481,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,JAMES A. GRAHAM ELEMENTARY,52,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6001507,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,JOHN F. KENNEDY ELEMENTARY,57,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6001523,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,LINCOLN ELEMENTARY,69,66,96,0,0,0,0,0,0,0,0,3,4,66,96,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
0111476,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ACHIEVE ACADEMY,125,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6002273,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ACORN WOODLAND ELEMENTARY,55,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6001630,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ALLENDALE ELEMENTARY,76,72,95,1,1,0,0,0,0,0,0,3,4,72,95,74,97,74,97,--*,?98%,--*,?98%,Y
0114363,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,AMERICAN INDIAN MODEL SCHOOLS,52,49,94,3,6,0,0,0,0,0,0,0,0,49,94,49,94,--*,?98%,--*,?98%,--*,?98%,Y
6118608,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ASCEND,68,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
0109819,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ASPIRE BERKLEY MAYNARD ACADEMY,91,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
0128413,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ASPIRE COLLEGE ACADEMY,48,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
0120188,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ASPIRE ERES ACADEMY,23,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6117568,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ASPIRE MONARCH ACADEMY,85,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
0130732,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ASPIRE TRIUMPH TECHNOLOGY ACADEMY,46,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6001655,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,BELLA VISTA ELEMENTARY,113,108,96,1,1,0,0,0,0,0,0,4,4,110,97,111,98,108,96,111,98,111,98,Y
6002075,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,BRIDGES ACADEMY,88,82,93,4,5,0,0,0,0,1,1,1,1,84,95,84,95,83,94,--*,?98%,--*,?98%,Y
6001663,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,BROOKFIELD ELEMENTARY,53,42,79,0,0,0,0,0,0,3,6,8,15,45,85,45,85,45,85,47,89,50,94,Y
6001689,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,BURCKHALTER ELEMENTARY,45,42,93,1,2,0,0,0,0,0,0,2,4,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6001697,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,CARL B. MUNCK ELEMENTARY,72,66,92,1,1,0,0,0,0,1,1,4,6,67,93,67,93,66,92,--*,?98%,70,97,Y
6001648,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,CHABOT ELEMENTARY,94,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6001739,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,CLEVELAND ELEMENTARY,66,64,97,0,0,2,3,0,0,0,0,0,0,64,97,64,97,64,97,64,97,64,97,Y
0115204,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,COMMUNITY UNITED ELEMENTARY,74,70,95,1,1,0,0,0,0,0,0,3,4,71,96,71,96,71,96,--*,?98%,--*,?98%,Y
6001754,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,CROCKER HIGHLANDS ELEMENTARY,90,86,96,0,0,0,0,0,0,0,0,4,4,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
0115600,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,EAST OAKLAND PRIDE ELEMENTARY,57,54,95,1,2,0,0,0,0,0,0,2,4,54,95,55,96,55,96,--*,?98%,--*,?98%,Y
6001812,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,EMERSON ELEMENTARY,79,68,86,0,0,0,0,0,0,3,4,8,10,73,92,75,95,72,91,72,91,77,97,Y
0102988,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ENCOMPASS ACADEMY ELEMENTARY,65,60,92,0,0,0,0,0,0,0,0,5,8,60,92,60,92,60,92,60,92,62,95,Y
6002190,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ESPERANZA ELEMENTARY,76,74,97,1,1,0,0,0,0,0,0,1,1,74,97,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
0132514,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,FRANCOPHONE CHARTER SCHOOL OF OAKLAND,53,50,94,0,0,2,4,0,0,0,0,1,2,50,94,51,96,50,94,50,94,50,94,Y
6001820,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,FRANKLIN ELEMENTARY,139,136,98,2,1,0,0,0,0,0,0,1,1,136,98,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
0112813,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,FRED T. KOREMATSU DISCOVERY ACADEMY,61,57,93,1,2,0,0,0,0,1,2,2,3,57,93,59,97,59,97,--*,?98%,--*,?98%,Y
6001838,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,FRUITVALE ELEMENTARY,66,62,94,2,3,0,0,0,0,1,2,1,2,63,95,64,97,--*,?98%,64,97,--*,?98%,Y
0115576,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,FUTURES ELEMENTARY,45,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6001846,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,GARFIELD ELEMENTARY,150,144,96,3,2,0,0,0,0,1,1,2,1,144,96,145,97,147,98,--*,?99%,147,98,Y
6001853,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,GLENVIEW ELEMENTARY,101,85,84,0,0,0,0,0,0,2,2,14,14,88,87,89,88,91,90,93,92,95,94,Y
0115584,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,GLOBAL FAMILY,99,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6001879,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,GRASS VALLEY ELEMENTARY,49,43,88,1,2,0,0,0,0,0,0,5,10,44,90,--*,?95%,46,94,44,90,--*,?95%,Y
0115618,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,GREENLEAF ELEMENTARY,92,88,96,0,0,0,0,0,0,0,0,4,4,88,96,88,96,89,97,89,97,--*,?98%,Y
6001911,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,HILLCREST ELEMENTARY,50,48,96,0,0,0,0,0,0,0,0,2,4,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6057046,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,HOOVER ELEMENTARY,48,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6001929,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,HORACE MANN ELEMENTARY,66,54,82,2,3,0,0,0,0,0,0,10,15,59,89,59,89,57,86,61,92,64,97,Y
6001713,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,HOWARD ELEMENTARY,37,33,89,0,0,0,0,0,0,0,0,4,11,34,92,33,89,34,92,--*,?95%,--*,?95%,Y
6118616,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,INTERNATIONAL COMMUNITY,52,47,90,0,0,0,0,0,0,1,2,4,8,50,96,50,96,49,94,50,96,--*,?98%,Y
6001945,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,JOAQUIN MILLER ELEMENTARY,73,70,96,0,0,0,0,0,0,0,0,3,4,--*,?98%,--*,?98%,70,96,--*,?98%,--*,?98%,Y
6001895,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,KAISER ELEMENTARY,48,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
0115014,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,KIPP BRIDGE ACADEMY,74,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6096523,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,LA ESCUELITA ELEMENTARY,78,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6001994,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,LAUREL ELEMENTARY,99,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
0115592,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,LEARNING WITHOUT LIMITS,74,61,82,13,18,0,0,0,0,0,0,0,0,63,85,66,89,65,88,--*,?98%,72,97,Y
0130633,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,LIGHTHOUSE COMMUNITY CHARTER,51,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6002018,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,LINCOLN ELEMENTARY,139,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
0134015,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,LODESTAR: A LIGHTHOUSE COMMUNITY CHARTER PUBLIC,49,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6002182,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,MADISON PARK ACADEMY TK-5,54,51,94,2,4,0,0,0,0,0,0,1,2,51,94,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6002042,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,MANZANITA COMMUNITY,87,84,97,0,0,0,0,0,0,0,0,3,3,--*,?98%,84,97,84,97,--*,?98%,--*,?98%,Y
0110247,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,MANZANITA SEED ELEMENTARY,88,83,94,1,1,1,1,0,0,0,0,3,3,83,94,83,94,85,97,83,94,--*,?98%,Y
6002059,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,MARKHAM ELEMENTARY,66,64,97,2,3,0,0,0,0,0,0,0,0,64,97,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6072235,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,"MARTIN LUTHER KING, JR. ELEMENTARY",72,61,85,2,3,0,0,0,0,0,0,9,13,61,85,65,90,67,93,65,90,68,94,Y
6118640,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,MELROSE LEADERSHIP ACADEMY,75,70,93,1,1,0,0,0,0,0,0,4,5,--*,?98%,--*,?98%,72,96,73,97,--*,?98%,Y
6002083,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,MONTCLAIR ELEMENTARY,125,115,92,2,2,2,2,0,0,0,0,6,5,118,94,118,94,119,95,120,96,121,97,Y
6001903,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,NEW HIGHLAND ACADEMY,66,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6117972,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,NORTH OAKLAND COMMUNITY CHARTER,23,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6002091,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,PARKER ELEMENTARY,50,48,96,0,0,0,0,0,0,0,0,2,4,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6002109,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,PERALTA ELEMENTARY,54,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6002117,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,PIEDMONT AVENUE ELEMENTARY,84,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6002125,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,PREPARATORY LITERARY ACADEMY OF CULTURAL EXCELLENCE,52,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
0110239,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,REACH ACADEMY,99,96,97,0,0,0,0,0,0,0,0,3,3,96,97,96,97,--*,?98%,96,97,--*,?98%,Y
6002141,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,REDWOOD HEIGHTS ELEMENTARY,70,68,97,1,1,0,0,0,0,0,0,1,1,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
0110262,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,RISE COMMUNITY,47,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
0131896,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ROSES IN CONCRETE,49,42,86,1,2,0,0,0,0,0,0,6,12,44,90,46,94,46,94,46,94,--*,?95%,Y
0110254,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,SANKOFA ACADEMY,48,43,90,0,0,1,2,0,0,1,2,3,6,43,90,43,90,43,90,--*,?95%,--*,?95%,Y
6002174,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,SEQUOIA ELEMENTARY,96,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
0100792,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,THINK COLLEGE NOW,52,46,88,6,12,0,0,0,0,0,0,0,0,49,94,--*,?98%,50,96,--*,?98%,--*,?98%,Y
6002216,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,THORNHILL ELEMENTARY,101,94,93,0,0,2,2,0,0,0,0,5,5,97,96,98,97,--*,?99%,--*,?99%,--*,?99%,Y
0123711,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,VINCENT ACADEMY,59,56,95,1,2,0,0,0,0,0,0,2,3,56,95,--*,?98%,57,97,--*,?98%,--*,?98%,Y
6002281,ALAMEDA,PUBLIC,PIEDMONT CITY UNIFIED,PIEDMONT,BEACH ELEMENTARY,39,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6002299,ALAMEDA,PUBLIC,PIEDMONT CITY UNIFIED,PIEDMONT,HAVENS ELEMENTARY,98,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6002307,ALAMEDA,PUBLIC,PIEDMONT CITY UNIFIED,PIEDMONT,WILDWOOD ELEMENTARY,44,--*,?95%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?5%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,--*,?95%,Y
6002315,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,ALISAL ELEMENTARY,97,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6001366,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,DONLON ELEMENTARY,124,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6002323,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,FAIRLANDS ELEMENTARY,150,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6114318,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,HENRY P. MOHR ELEMENTARY,115,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6001416,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,LYDIKSEN ELEMENTARY,99,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6117600,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,PHOEBE APPERSON HEARST ELEMENTARY,95,92,97,1,1,1,1,0,0,0,0,1,1,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6002349,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,VALLEY VIEW ELEMENTARY,119,116,97,1,1,2,2,0,0,0,0,0,0,117,98,117,98,117,98,--*,?99%,--*,?99%,Y
6089361,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,VINTAGE HILLS ELEMENTARY,98,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6002356,ALAMEDA,PUBLIC,PLEASANTON UNIFIED,PLEASANTON,WALNUT GROVE ELEMENTARY,96,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6002372,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,GARFIELD ELEMENTARY,74,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6002398,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,JEFFERSON ELEMENTARY,106,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6002414,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,MADISON ELEMENTARY,99,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6002422,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,MCKINLEY ELEMENTARY,93,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6002430,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,MONROE ELEMENTARY,82,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6002448,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,ROOSEVELT ELEMENTARY,101,97,96,4,4,0,0,0,0,0,0,0,0,98,97,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6002455,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,WASHINGTON ELEMENTARY,84,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
6002463,ALAMEDA,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,WILSON ELEMENTARY,137,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6002521,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,HAYWARD,COLONIAL ACRES ELEMENTARY,120,--*,?99%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?1%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,--*,?99%,Y
6002653,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,HAYWARD,LORENZO MANOR ELEMENTARY,115,112,97,0,0,0,0,0,0,0,0,3,3,--*,?99%,--*,?99%,113,98,--*,?99%,--*,?99%,Y
6002539,ALAMEDA,PUBLIC,SAN LORENZO UNIFIED,SAN LEANDRO,CORVALLIS ELEMENTARY,75,--*,?98%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?2%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,--*,?98%,Y
